,Category,Accelerometer,Duration
0,CLIMBING,"[[0.7330500483512878, 0.4930500090122223, 10.044000625610352], [-1.0950000286102295, 0.361050009727478, 12.769050598144531], [-2.2829999923706055, -0.3660000264644623, 13.851000785827637], [-1.0669500827789307, -0.6360000371932983, 11.404050827026367], [-0.5230500102043152, -0.4710000157356262, 9.295050621032715], [-0.45600003004074097, -0.10005000233650208, 8.860950469970703], [1.2829500436782837, -0.3559500277042389, 9.445050239562988], [1.6279500722885132, 0.26100000739097595, 10.564050674438477], [1.9320000410079956, 0.08400000631809235, 10.963050842285156], [0.9070500135421753, -0.3060000240802765, 10.968000411987305], [0.8719500303268433, -0.7219500541687012, 9.582000732421875], [1.1470500230789185, -1.6680001020431519, 7.695000171661377], [-0.7030500173568726, -1.725000023841858, 6.349950313568115], [-2.266050100326538, -1.0860000848770142, 4.944000244140625], [0.3540000021457672, -0.6030000448226929, 4.755000114440918], [3.5050501823425293, -0.6600000262260437, 6.544050216674805], [2.751000165939331, -0.12405000627040863, 10.207050323486328], [0.9100500345230103, 0.19095000624656677, 13.273950576782227], [1.50600004196167, -0.19095000624656677, 14.611950874328613], [2.650050163269043, -0.1570500135421753, 14.326951026916504], [3.6919500827789307, -0.2770500183105469, 13.543951034545898], [3.42900013923645, -0.5089499950408936, 12.63705062866211], [1.1209501028060913, -0.43995001912117004, 11.370000839233398], [-0.07800000160932541, -0.08295000344514847, 9.579000473022461], [-0.43695002794265747, 0.28200000524520874, 7.4410505294799805], [0.559950053691864, 0.9979500770568848, 5.812950134277344], [2.3560500144958496, 1.467000126838684, 5.581050395965576], [1.7170500755310059, 2.325000047683716, 6.658950328826904], [0.49995002150535583, 2.968950033187866, 8.035050392150879], [0.5290500521659851, 2.8320000171661377, 8.7649507522583], [0.04305000230669975, 2.6050500869750977, 8.002050399780273], [0.364050030708313, 2.004000186920166, 6.910050392150879], [0.18195000290870667, 1.924950122833252, 6.402000427246094], [-0.33195000886917114, 2.061000108718872, 8.074049949645996], [-0.9880500435829163, 2.359950065612793, 10.729050636291504], [-1.1389501094818115, 1.6710001230239868, 13.561050415039062], [-1.366050124168396, 1.390950083732605, 15.202950477600098], [-1.5769500732421875, 0.8020500540733337, 14.79900074005127], [-0.8509500622749329, 0.43095001578330994, 12.414000511169434], [0.283050000667572, 0.286950021982193, 9.397950172424316], [1.3290001153945923, 0.1980000138282776, 8.46405029296875], [1.4250000715255737, 0.025950001552700996, 8.935050010681152], [1.1400001049041748, 0.16995000839233398, 8.131050109863281], [1.76895010471344, 0.004950000438839197, 8.19105052947998], [1.8649500608444214, -0.2530499994754791, 8.542950630187988], [0.5029500126838684, -0.13305000960826874, 8.056950569152832], [-0.1860000044107437, 0.1579500138759613, 6.931950092315674], [1.599000096321106, -0.0019500000635161996, 7.71405029296875], [1.5370501279830933, -0.28905001282691956, 10.000950813293457], [-0.10905000567436218, -0.009000000543892384, 11.47605037689209], [0.2989500164985657, -0.1789500117301941, 12.642000198364258], [0.48900002241134644, -0.38700002431869507, 13.551000595092773], [-0.7939500212669373, -0.27195000648498535, 13.777050971984863], [-0.8080500364303589, -0.5879999995231628, 12.256050109863281], [-0.1860000044107437, -1.5360000133514404, 10.120950698852539], [0.05295000225305557, -1.065000057220459, 8.188050270080566], [1.4749500751495361, -1.2559500932693481, 7.506000518798828], [1.1899501085281372, -0.7410000562667847, 7.935000419616699], [0.41700002551078796, 0.0499500036239624, 8.800950050354004], [-0.043950002640485764, 0.4039500057697296, 9.5910005569458], [1.0369499921798706, -0.1360500007867813, 9.117000579833984], [1.1680500507354736, -0.034950003027915955, 8.812950134277344], [0.34005001187324524, 0.25095000863075256, 8.988000869750977], [0.7540500164031982, 0.28905001282691956, 10.008000373840332], [1.7020500898361206, -0.13095000386238098, 11.053950309753418], [1.6260000467300415, 0.0070500001311302185, 11.002050399780273], [1.3549500703811646, 0.20100000500679016, 10.08495044708252], [1.6309500932693481, -0.37005001306533813, 9.86400032043457], [1.3380000591278076, -0.5590500235557556, 9.87405014038086], [1.6540501117706299, -0.7339500188827515, 9.661050796508789], [2.1739501953125, -0.8010000586509705, 9.096000671386719], [2.1409502029418945, -0.7870500087738037, 8.160000801086426], [1.2520500421524048, -0.20805001258850098, 7.7310004234313965], [0.7159500122070312, 0.15495000779628754, 8.296050071716309], [0.6030000448226929, 0.028050001710653305, 9.57705020904541], [1.1759999990463257, -0.5430000424385071, 10.44105052947998], [2.233950138092041, -1.0980000495910645, 10.654050827026367], [2.464050054550171, -1.3470001220703125, 10.434000968933105], [2.521050214767456, -1.612950086593628, 10.228050231933594], [2.052000045776367, -1.3230000734329224, 10.240050315856934], [1.207050085067749, -0.598050057888031, 10.372050285339355], [1.9030500650405884, -0.2550000250339508, 9.895950317382812], [1.7290500402450562, -0.361050009727478, 9.088950157165527], [1.2619500160217285, -0.1570500135421753, 8.863950729370117], [0.41700002551078796, -0.12405000627040863, 9.117000579833984], [0.7279500365257263, -0.21705001592636108, 10.044000625610352], [1.1610000133514404, -0.9690000414848328, 10.630950927734375], [1.683000087738037, -1.4190000295639038, 10.567950248718262], [2.3269500732421875, -1.5870001316070557, 10.312050819396973], [2.69100022315979, -1.6849501132965088, 10.530000686645508], [1.9560000896453857, -1.5670500993728638, 9.8860502243042], [1.981950044631958, -0.9949500560760498, 8.855999946594238]]",2
1,CLIMBING,"[[-0.3169500231742859, 1.4239500761032104, 12.984000205993652], [-0.8149500489234924, -0.09300000220537186, 9.86400032043457], [-0.33195000886917114, -1.1050500869750977, 9.262950897216797], [0.7090500593185425, -0.5790000557899475, 9.738000869750977], [-1.4110500812530518, -0.04200000315904617, 10.233000755310059], [-5.782950401306152, -0.4900500178337097, 9.406949996948242], [-6.078000068664551, 0.016950000077486038, 8.136000633239746], [-2.1820499897003174, 1.4310001134872437, 8.623950004577637], [-0.40800002217292786, 2.3989500999450684, 9.34005069732666], [-2.937000036239624, 3.637050151824951, 8.770050048828125], [-2.6950502395629883, 4.015050411224365, 7.888950347900391], [0.8020500540733337, 4.306950092315674, 7.783950328826904], [2.8249502182006836, 3.868950128555298, 10.92300033569336], [-0.4540500342845917, 3.0670502185821533, 12.642000198364258], [-2.2729501724243164, 2.490000009536743, 10.870050430297852], [-1.2250500917434692, 1.8649500608444214, 9.354000091552734], [0.5029500126838684, 0.7540500164031982, 9.991050720214844], [-0.934950053691864, 0.4429500102996826, 10.824000358581543], [-1.3900500535964966, 0.7780500650405884, 9.855000495910645], [-0.9330000281333923, 0.6769500374794006, 8.086050033569336], [-0.17100000381469727, 0.4549500346183777, 7.6210503578186035], [0.36195001006126404, 0.7180500626564026, 8.878050804138184], [0.2160000056028366, 1.0600500106811523, 10.312050819396973], [-0.14505000412464142, 1.3240500688552856, 10.851000785827637], [-0.19500000774860382, 1.3960500955581665, 10.269000053405762], [-0.11595000326633453, 1.4220000505447388, 9.271050453186035], [0.12495000660419464, 1.420050024986267, 8.866050720214844], [-0.08700000494718552, 1.1470500230789185, 9.382950782775879], [-0.17805001139640808, 0.8160000443458557, 9.675000190734863], [-0.5179499983787537, 0.7300500273704529, 9.831000328063965], [-0.5470499992370605, 0.2659500241279602, 9.666000366210938], [-0.46095001697540283, 0.13905000686645508, 9.502950668334961], [-0.6670500040054321, 0.24195000529289246, 9.430950164794922], [-1.0360500812530518, 0.7399500608444214, 9.670050621032715], [-0.8130000233650208, 0.7060500383377075, 9.790050506591797], [-0.3840000033378601, 0.5959500074386597, 9.802050590515137], [0.6109500527381897, 0.22500000894069672, 10.039050102233887], [0.5029500126838684, 0.35895001888275146, 10.627950668334961], [-0.49695003032684326, 0.853950023651123, 10.801050186157227], [-0.42705002427101135, 1.2540000677108765, 10.164000511169434], [0.32100000977516174, 0.9019500613212585, 9.568050384521484], [0.62295001745224, 0.6250500082969666, 9.594000816345215], [0.1770000010728836, 0.7489500641822815, 9.963000297546387], [-0.33900001645088196, 0.7680000066757202, 9.691950798034668], [-0.4320000112056732, 0.7849500179290771, 9.280050277709961], [-0.2740500271320343, 0.6940500140190125, 9.058050155639648], [-0.4159500300884247, 0.853950023651123, 8.77695083618164], [-0.6379500031471252, 0.8590500354766846, 8.907000541687012], [-0.625950038433075, 0.6940500140190125, 9.27495002746582], [-0.41805002093315125, 0.6559500098228455, 9.56505012512207], [-0.46605002880096436, 0.673050045967102, 9.90000057220459], [-0.46800002455711365, 0.8899500370025635, 10.221000671386719], [-0.33900001645088196, 1.0410000085830688, 10.44105052947998], [-0.15495000779628754, 1.1149500608444214, 10.408050537109375], [0.022050000727176666, 0.9720000624656677, 9.963000297546387], [-0.1380000114440918, 0.9240000247955322, 9.424050331115723], [0.18000000715255737, 0.9070500135421753, 9.201000213623047], [0.4909500181674957, 0.8520000576972961, 9.532050132751465], [0.4330500066280365, 0.8230500221252441, 9.87600040435791], [0.37095001339912415, 0.7870500087738037, 9.610950469970703], [0.28995001316070557, 0.6079500317573547, 9.02595043182373], [0.025950001552700996, 0.361050009727478, 9.01395034790039], [-0.21900001168251038, 0.4830000102519989, 9.250950813293457], [-0.15495000779628754, 0.6319500207901001, 9.442950248718262], [0.028950002044439316, 0.5410500168800354, 9.723000526428223], [-0.10695000737905502, 0.27300000190734863, 10.05405044555664], [-0.4849500358104706, 0.6289500594139099, 10.09695053100586], [-0.4630500078201294, 0.6510000228881836, 9.699000358581543], [0.25905001163482666, 0.9139500260353088, 10.08495044708252], [0.5989500284194946, 0.673050045967102, 10.90095043182373], [0.5959500074386597, 0.32505002617836, 11.064000129699707], [0.47700002789497375, 0.1290000081062317, 10.294950485229492], [0.4620000123977661, 0.2440500110387802, 9.47700023651123], [0.5869500041007996, 0.1579500138759613, 9.160950660705566], [0.2850000262260437, 0.6529500484466553, 9.129000663757324], [-0.17805001139640808, 0.9360000491142273, 8.679000854492188], [-0.004050000105053186, 0.7729500532150269, 8.45205020904541], [0.06495000422000885, 0.6079500317573547, 9.337950706481934], [0.1680000126361847, 0.6150000095367432, 10.384050369262695], [0.08100000023841858, 0.7110000252723694, 10.771950721740723], [-0.3439500033855438, 0.831000030040741, 10.549050331115723], [-0.47505003213882446, 0.7540500164031982, 10.045950889587402], [-0.17595000565052032, 0.8860500454902649, 9.409950256347656], [-0.14295001327991486, 0.8689500689506531, 8.971050262451172], [-0.1189500093460083, 1.0290000438690186, 9.169950485229492], [-0.6310500502586365, 1.3759500980377197, 9.64905071258545], [-0.25005000829696655, 1.603950023651123, 9.571950912475586], [0.661050021648407, 1.4269500970840454, 9.448050498962402], [0.4650000333786011, 1.3429501056671143, 9.661050796508789], [0.10095000267028809, 0.9529500603675842, 9.879000663757324], [0.4410000145435333, 0.4620000123977661, 10.089000701904297], [-0.08700000494718552, 0.1270500123500824, 10.0420503616333], [-0.9109500646591187, 0.42795002460479736, 9.739950180053711], [-0.6760500073432922, 0.47895002365112305, 9.145950317382812], [0.31905001401901245, -0.021000001579523087, 8.380050659179688], [0.37800002098083496, 0.07200000435113907, 8.706000328063965], [1.0630500316619873, 0.1099500060081482, 9.56505012512207], [2.751000165939331, -0.022950001060962677, 9.718050003051758], [2.959050178527832, -0.33900001645088196, 9.249000549316406], [1.0660500526428223, -0.08295000344514847, 8.77500057220459]]",2
2,CLIMBING,"[[0.3540000021457672, 3.427950143814087, 9.400050163269043], [0.022050000727176666, 3.4860000610351562, 11.248050689697266], [0.09105000644922256, 2.245950222015381, 12.958050727844238], [-0.6019500494003296, 1.7590501308441162, 12.520051002502441], [-0.8320500254631042, 2.4250500202178955, 10.813050270080566], [0.8050500154495239, 2.5450501441955566, 9.01395034790039], [2.5759501457214355, 2.4160501956939697, 7.41795015335083], [3.0430500507354736, 2.260050058364868, 5.931000232696533], [1.9270501136779785, 2.683950185775757, 5.10705041885376], [0.30900001525878906, 3.52905011177063, 5.7300004959106445], [0.5580000281333923, 4.3090500831604, 7.6620001792907715], [2.2390501499176025, 3.876000165939331, 8.422950744628906], [2.3299500942230225, 3.2700002193450928, 8.0110502243042], [1.755000114440918, 3.5020501613616943, 7.489050388336182], [1.1040000915527344, 4.099050045013428, 7.33905029296875], [2.0779500007629395, 3.828000068664551, 9.031050682067871], [1.9320000410079956, 3.8110501766204834, 9.112950325012207], [0.9940500259399414, 3.5050501823425293, 8.370000839233398], [0.13695000112056732, 3.808950185775757, 8.971050262451172], [-0.4849500358104706, 3.6600000858306885, 7.734000205993652], [-0.6000000238418579, 2.8510501384735107, 5.682000160217285], [-1.311000108718872, 2.608950138092041, 7.231050491333008], [-2.905050039291382, 2.8030500411987305, 9.940950393676758], [-4.392000198364258, 2.133000135421753, 9.151050567626953], [-3.9060001373291016, 0.7729500532150269, 9.028950691223145], [-1.9810501337051392, 0.4330500066280365, 14.602951049804688], [3.6780002117156982, 0.6630000472068787, 25.338001251220703], [4.306950092315674, 0.9570000171661377, 22.474950790405273], [2.593050241470337, 0.11505000293254852, 9.010050773620605], [2.3749501705169678, -1.29705011844635, 4.485000133514404], [2.1409502029418945, -1.9960501194000244, 2.253000020980835], [3.4450502395629883, -1.5840001106262207, 1.0699501037597656], [7.720950603485107, -0.909000039100647, 9.87600040435791], [10.069950103759766, -1.4740500450134277, 16.51500129699707], [6.772950172424316, -0.9160500168800354, 10.959000587463379], [2.104950189590454, -1.9309500455856323, 7.930050373077393], [0.09600000083446503, -0.6700500249862671, 7.654950141906738], [1.3530000448226929, -0.037950001657009125, 10.305000305175781], [3.1249501705169678, -0.48000001907348633, 9.333000183105469], [3.838050127029419, -0.24795001745224, 9.782999992370605], [2.2290000915527344, -0.3559500277042389, 10.032000541687012], [0.14595000445842743, -0.5879999995231628, 10.542000770568848], [0.7159500122070312, -1.0459500551223755, 10.051050186157227], [2.275050163269043, -1.6560001373291016, 8.611950874328613], [2.4880502223968506, -1.141050100326538, 7.987050533294678], [1.9750500917434692, -0.4300500154495239, 9.141000747680664], [2.263050079345703, -0.5119500160217285, 9.883950233459473], [2.739000082015991, -0.8520000576972961, 9.838050842285156], [2.6269500255584717, -1.1530500650405884, 10.104000091552734], [2.0160000324249268, -1.2250500917434692, 10.06605052947998], [2.026050090789795, -1.1680500507354736, 9.535950660705566], [2.2960500717163086, -0.7990500330924988, 9.273000717163086], [2.3580000400543213, -0.45705002546310425, 9.58395004272461], [2.2890000343322754, -0.2670000195503235, 9.667950630187988], [2.4250500202178955, -0.2770500183105469, 9.370950698852539], [2.3080501556396484, -0.5209500193595886, 9.136950492858887], [1.7050501108169556, -1.057050108909607, 9.097949981689453], [1.6309500932693481, -1.4640001058578491, 9.103050231933594], [2.101950168609619, -1.1149500608444214, 9.450000762939453], [2.1690001487731934, -0.6769500374794006, 9.86400032043457], [1.9369500875473022, -0.6600000262260437, 9.87600040435791], [2.044950008392334, -0.9450000524520874, 9.666000366210938], [1.9369500875473022, -1.218000054359436, 9.376049995422363], [1.8919501304626465, -1.366050124168396, 9.532050132751465], [2.052000045776367, -1.38795006275177, 9.90000057220459], [2.533050060272217, -1.218000054359436, 10.006050109863281], [2.8350000381469727, -0.9259500503540039, 9.78795051574707], [2.5279500484466553, -0.7729500532150269, 9.211050033569336], [2.061000108718872, -0.7969500422477722, 8.657999992370605], [2.31000018119812, -1.1650500297546387, 8.770050048828125], [2.3560500144958496, -1.3210500478744507, 9.402000427246094], [1.9920001029968262, -1.384950041770935, 10.033950805664062], [2.2770001888275146, -1.4910000562667847, 9.778050422668457], [2.7270002365112305, -1.5240000486373901, 9.250950813293457], [2.725050210952759, -1.2990000247955322, 8.81100082397461], [2.5260000228881836, -1.1890500783920288, 8.665050506591797], [2.703000068664551, -1.4050500392913818, 8.818050384521484], [2.962050199508667, -1.4479501247406006, 8.884950637817383], [3.079050064086914, -1.3590000867843628, 9.426000595092773], [2.830050230026245, -1.227000117301941, 9.594000816345215], [2.3149502277374268, -1.162950038909912, 9.5149507522583], [2.0850000381469727, -1.231950044631958, 9.510000228881836], [2.073000192642212, -1.3060500621795654, 9.723000526428223], [1.9939501285552979, -1.2229501008987427, 9.910050392150879], [1.8720000982284546, -0.9430500268936157, 9.715950012207031], [1.6810500621795654, -0.6910500526428223, 9.285000801086426], [1.8409501314163208, -0.6240000128746033, 9.187050819396973], [2.1480000019073486, -0.7249500155448914, 9.433050155639648], [2.2290000915527344, -0.934950053691864, 9.843000411987305], [2.0850000381469727, -1.1599500179290771, 9.904950141906738], [1.5520501136779785, -1.1770501136779785, 9.738000869750977], [1.1089500188827515, -1.078950047492981, 9.883950233459473], [1.1160000562667847, -0.8280000686645508, 9.460050582885742], [1.5229500532150269, -0.5620500445365906, 9.675000190734863], [1.7290500402450562, -0.39900001883506775, 10.233000755310059], [1.9780501127243042, -0.4729500114917755, 9.960000038146973], [2.1790502071380615, -0.7459500432014465, 9.145950317382812], [2.3940000534057617, -0.9570000171661377, 8.800950050354004], [2.4370501041412354, -1.1080501079559326, 9.349950790405273], [2.4660000801086426, -1.1749500036239624, 9.81705093383789]]",2
3,CLIMBING,"[[0.2350500077009201, 3.6130502223968506, 8.538000106811523], [-0.3960000276565552, 3.4999501705169678, 8.980950355529785], [-0.8059500455856323, 3.0139501094818115, 8.743950843811035], [-0.9300000667572021, 2.6329500675201416, 8.101950645446777], [-0.8320500254631042, 2.521050214767456, 7.789050579071045], [-0.6000000238418579, 2.593050241470337, 7.923000335693359], [-0.4830000102519989, 2.770050048828125, 8.634000778198242], [-0.5299500226974487, 2.8320000171661377, 9.2160005569458], [-0.9370500445365906, 2.7960002422332764, 9.55305004119873], [-1.1069999933242798, 2.7460501194000244, 8.883000373840332], [-0.9420000314712524, 2.8030500411987305, 8.940000534057617], [-0.7600500583648682, 2.842050075531006, 10.534950256347656], [-1.3680000305175781, 2.76705002784729, 12.000000953674316], [-2.307000160217285, 2.1670501232147217, 12.55095100402832], [-2.68500018119812, 1.9440001249313354, 11.329950332641602], [-2.557950019836426, 2.0779500007629395, 9.666000366210938], [-2.059950113296509, 2.571000099182129, 9.103050231933594], [-2.0410501956939697, 2.2549500465393066, 8.101950645446777], [-2.139000177383423, 2.427000045776367, 7.734000205993652], [-2.0789999961853027, 2.419950008392334, 7.975050449371338], [-2.6490001678466797, 2.1469500064849854, 8.847000122070312], [-2.854950189590454, 1.1920500993728638, 8.950050354003906], [-2.5819501876831055, 0.6130500435829163, 8.362950325012207], [-2.2710001468658447, 0.8520000576972961, 8.667000770568848], [-2.6449501514434814, 1.0720500946044922, 8.995050430297852], [-3.372000217437744, 1.0579500198364258, 9.679950714111328], [-3.621000289916992, 1.1490000486373901, 10.020000457763672], [-3.832050085067749, 1.2469500303268433, 9.63705062866211], [-4.171950340270996, 1.9609501361846924, 9.223050117492676], [-3.2479500770568848, 2.593050241470337, 9.82800006866455], [-2.817000150680542, 2.890050172805786, 9.547950744628906], [-2.5819501876831055, 3.2029502391815186, 9.59595012664795], [-2.4150002002716064, 3.241950035095215, 10.16100025177002], [-2.416950225830078, 3.1579501628875732, 11.287050247192383], [-2.379000186920166, 3.3010501861572266, 11.350950241088867], [-1.6390501260757446, 3.400050163269043, 10.855950355529785], [-0.9709500670433044, 3.6510002613067627, 10.834050178527832], [0.8280000686645508, 3.639000177383423, 11.4660005569458], [0.08400000631809235, 3.567000150680542, 10.779000282287598], [-0.9400500655174255, 3.1600501537323, 9.376049995422363], [-1.6699501276016235, 3.1030502319335938, 7.975050449371338], [-2.107950210571289, 3.4260001182556152, 7.281000137329102], [-2.6419501304626465, 3.6720001697540283, 6.979050159454346], [-2.707050085067749, 3.724950075149536, 7.092000484466553], [-2.3910000324249268, 3.4810502529144287, 6.826050281524658], [-2.2420501708984375, 3.3520500659942627, 6.699000358581543], [-2.199000120162964, 3.5500502586364746, 6.871950149536133], [-2.368950128555298, 3.4549500942230225, 6.819000244140625], [-3.0349502563476562, 3.057000160217285, 6.382950305938721], [-2.6830501556396484, 3.957000255584717, 5.742000102996826], [-2.1060001850128174, 3.8620502948760986, 6.535950183868408], [-2.0239500999450684, 3.9409501552581787, 6.651000499725342], [-1.8469500541687012, 4.147050380706787, 7.116000175476074], [-1.842000126838684, 4.351950168609619, 7.566000461578369], [-2.07705020904541, 4.680000305175781, 8.071050643920898], [-2.11995005607605, 4.611000061035156, 8.284049987792969], [-2.3020501136779785, 4.41195011138916, 9.046050071716309], [-2.299950122833252, 4.354950428009033, 9.927000045776367], [-1.90500009059906, 4.527000427246094, 10.519950866699219], [-1.311000108718872, 4.173000335693359, 10.94205093383789], [-0.9810000658035278, 3.5650501251220703, 11.062050819396973], [-1.2250500917434692, 3.0139501094818115, 10.831950187683105], [-1.5480000972747803, 2.8440001010894775, 10.506000518798828], [-1.231950044631958, 3.0139501094818115, 9.994050025939941], [-0.6480000019073486, 3.2850000858306885, 9.53895092010498], [-0.23100000619888306, 3.450000047683716, 9.079050064086914], [-0.16200000047683716, 3.4549500942230225, 8.406000137329102], [-0.46095001697540283, 3.6150002479553223, 8.257950782775879], [-0.8629500269889832, 3.808950185775757, 8.445000648498535], [-1.0879501104354858, 3.649050235748291, 8.950050354003906], [-1.0380001068115234, 3.1530001163482666, 9.493050575256348], [-1.3519500494003296, 2.8780500888824463, 9.879000663757324], [-1.3639500141143799, 2.700000047683716, 10.003050804138184], [-0.8800500631332397, 2.5690500736236572, 9.366000175476074], [0.43800002336502075, 2.947050094604492, 8.653050422668457], [1.8720000982284546, 2.920950174331665, 7.5010504722595215], [2.2270500659942627, 2.731950044631958, 6.61305046081543], [1.5349500179290771, 2.823000192642212, 6.498000144958496], [0.8479500412940979, 2.968950033187866, 6.319050312042236], [0.4120500087738037, 2.7120001316070557, 6.450000286102295], [-0.3150000274181366, 2.9160001277923584, 6.871950149536133], [-0.9420000314712524, 3.607950210571289, 7.180950164794922], [-1.0260000228881836, 4.41195011138916, 7.494000434875488], [-1.0500000715255737, 4.82895040512085, 8.272050857543945], [-0.7990500330924988, 4.609050273895264, 9.261000633239746], [-0.4420500099658966, 3.8809502124786377, 9.782999992370605], [-0.24105000495910645, 3.2560501098632812, 10.1850004196167], [-0.39900001883506775, 3.850050210952759, 10.18005084991455], [-0.2460000067949295, 4.123050212860107, 10.087050437927246], [0.07005000114440918, 3.0670502185821533, 10.269000053405762], [0.34200000762939453, 1.7569501399993896, 11.308050155639648], [-0.2460000067949295, 1.204050064086914, 11.872950553894043], [-1.9120501279830933, 2.1979501247406006, 12.385050773620605], [-3.403050184249878, 3.2320501804351807, 12.606000900268555], [-3.945000171661377, 3.495000123977661, 13.20405101776123], [-3.561000108718872, 3.7540502548217773, 13.462950706481934], [-2.3239500522613525, 3.5380501747131348, 12.982050895690918], [-0.8440500497817993, 2.9569501876831055, 12.838050842285156], [-0.21405000984668732, 3.306000232696533, 12.238950729370117], [0.21300001442432404, 3.5620501041412354, 12.498000144958496]]",2
